Route,Airline,Manufacturer,Distance,DestState,DestLong,DestAirport,DestLat,OriginLong,OriginAirport,OriginState,OriginLat,Flights,DestCity,OriginCity
MCI-OMA,Expressjet Airlines Inc.,EMBRAER,152,NE,-95.8941726685,Eppley Airfield,41.3025169373,-94.7139053345,Kansas City International,MO,39.2976036072,2,Omaha,Kansas City
ATL-TYS,Delta Air Lines Inc.,MCDONNELL DOUGLAS,152,TN,-83.9928588867,McGhee-Tyson,35.8124885559,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,596,Knoxville,Atlanta
ATL-TYS,Skywest Airlines Inc.,BOMBARDIER INC,152,TN,-83.9928588867,McGhee-Tyson,35.8124885559,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,4,Knoxville,Atlanta
DEN-GUC,Mesa Airlines Inc.,DEHAVILLAND,152,CO,-106.933181763,Gunnison County,38.5339622498,-104.666999817,Denver Intl,CO,39.8584098816,1192,Gunnison,Denver
LNK-MCI,Skywest Airlines Inc.,BOMBARDIER INC,152,NE,-96.7592468262,Lincoln Municipal,40.8509712219,-94.7139053345,Kansas City International,MO,39.2976036072,1,Lincoln,Kansas City
ATL-TYS,Comair Inc.,CANADAIR,152,TN,-83.9928588867,McGhee-Tyson,35.8124885559,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,29,Knoxville,Atlanta
DEN-GUC,United Air Lines Inc.,AIRBUS,152,CO,-106.933181763,Gunnison County,38.5339622498,-104.666999817,Denver Intl,CO,39.8584098816,97,Gunnison,Denver
DEN-GUC,Skywest Airlines Inc.,BOMBARDIER INC,152,CO,-106.933181763,Gunnison County,38.5339622498,-104.666999817,Denver Intl,CO,39.8584098816,364,Gunnison,Denver
ATL-GSP,Delta Air Lines Inc.,MCDONNELL DOUGLAS,153,GA,-84.426940918,William B Hartsfield-Atlanta Intl,33.6404457092,-82.2188568115,Greenville-Spartanburg,SC,34.8956680298,924,Atlanta,Greer
ATL-GSP,Delta Air Lines Inc.,BOEING,153,SC,-82.2188568115,Greenville-Spartanburg,34.8956680298,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,22,Greer,Atlanta
CIC-SFO,Skywest Airlines Inc.,EMBRAER,153,CA,-122.374839783,San Francisco International,37.6190032959,-121.858421326,Chico Municipal,CA,39.7953834534,2686,San Francisco,Chico
ATL-GSP,Comair Inc.,CANADAIR,153,GA,-84.426940918,William B Hartsfield-Atlanta Intl,33.6404457092,-82.2188568115,Greenville-Spartanburg,SC,34.8956680298,176,Atlanta,Greer
ATL-GSP,Atlantic Southeast Airlines,CANADAIR,153,GA,-84.426940918,William B Hartsfield-Atlanta Intl,33.6404457092,-82.2188568115,Greenville-Spartanburg,SC,34.8956680298,129,Atlanta,Greer
ATL-GSP,Atlantic Southeast Airlines,BOMBARDIER INC,153,GA,-84.426940918,William B Hartsfield-Atlanta Intl,33.6404457092,-82.2188568115,Greenville-Spartanburg,SC,34.8956680298,2164,Atlanta,Greer
ATL-GSP,Atlantic Southeast Airlines,ATR,153,SC,-82.2188568115,Greenville-Spartanburg,34.8956680298,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,20,Greer,Atlanta
ATL-GSP,Skywest Airlines Inc.,BOMBARDIER INC,153,SC,-82.2188568115,Greenville-Spartanburg,34.8956680298,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,603,Greer,Atlanta
ATL-GSP,Comair Inc.,BOMBARDIER INC,153,SC,-82.2188568115,Greenville-Spartanburg,34.8956680298,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,306,Greer,Atlanta
CWA-MKE,Skywest Airlines Inc.,CANADAIR,154,WI,-89.6667785645,Central Wisconsin,44.7776184082,-87.8965835571,General Mitchell International,WI,42.9472236633,160,Mosinee,Milwaukee
CWA-MKE,Skywest Airlines Inc.,BOMBARDIER INC,154,WI,-89.6667785645,Central Wisconsin,44.7776184082,-87.8965835571,General Mitchell International,WI,42.9472236633,410,Mosinee,Milwaukee
LAX-SBP,American Eagle Airlines Inc.,SAAB-SCANIA,155,CA,-118.408073425,Los Angeles International,33.9425354004,-120.64239502,San Luis Obispo Co-McChesney,CA,35.2370567322,1540,Los Angeles,San Luis Obispo
CMH-DTW,Northwest Airlines Inc.,AIRBUS,155,MI,-83.3488388062,Detroit Metropolitan-Wayne County,42.212059021,-82.8918838501,Port Columbus Intl,OH,39.9979858398,485,Detroit,Columbus
CLT-ROA,Comair Inc.,BOMBARDIER INC,155,NC,-80.9431228638,Charlotte/Douglas International,35.214012146,-79.9754257202,Roanoke Regional/ Woodrum,VA,37.3254699707,1,Charlotte,Roanoke
CMH-DTW,Northwest Airlines Inc.,MCDONNELL DOUGLAS,155,OH,-82.8918838501,Port Columbus Intl,39.9979858398,-83.3488388062,Detroit Metropolitan-Wayne County,MI,42.212059021,1335,Columbus,Detroit
LAX-SBP,American Eagle Airlines Inc.,EMBRAER,155,CA,-120.64239502,San Luis Obispo Co-McChesney,35.2370567322,-118.408073425,Los Angeles International,CA,33.9425354004,667,San Luis Obispo,Los Angeles
CMH-DTW,Comair Inc.,BOMBARDIER INC,155,OH,-82.8918838501,Port Columbus Intl,39.9979858398,-83.3488388062,Detroit Metropolitan-Wayne County,MI,42.212059021,1,Columbus,Detroit
LAX-SBP,Skywest Airlines Inc.,EMBRAER,155,CA,-120.64239502,San Luis Obispo Co-McChesney,35.2370567322,-118.408073425,Los Angeles International,CA,33.9425354004,2776,San Luis Obispo,Los Angeles
MFR-RDM,Skywest Airlines Inc.,EMBRAER,156,OR,-121.149963379,Roberts,44.2540664673,-122.873497009,Rogue Valley International,OR,42.3742294312,1,Redmond,Medford
CLT-MYR,US Airways Inc.,EMBRAER,156,SC,-78.9283370972,Myrtle Beach International,33.6797485352,-80.9431228638,Charlotte/Douglas International,NC,35.214012146,387,Myrtle Beach,Charlotte
CLT-MYR,US Airways Inc.,BOEING,156,SC,-78.9283370972,Myrtle Beach International,33.6797485352,-80.9431228638,Charlotte/Douglas International,NC,35.214012146,1712,Myrtle Beach,Charlotte
CLT-MYR,Mesa Airlines Inc.,BOMBARDIER INC,156,SC,-78.9283370972,Myrtle Beach International,33.6797485352,-80.9431228638,Charlotte/Douglas International,NC,35.214012146,560,Myrtle Beach,Charlotte
ICT-OKC,Expressjet Airlines Inc.,EMBRAER,156,OK,-97.600730896,Will Rogers World,35.3930892944,-97.4330444336,Wichita Mid-Continent,KS,37.6499595642,2,Oklahoma City,Wichita
CLT-MYR,US Airways Inc.,AIRBUS,156,SC,-78.9283370972,Myrtle Beach International,33.6797485352,-80.9431228638,Charlotte/Douglas International,NC,35.214012146,1463,Myrtle Beach,Charlotte
IAD-ORF,Mesa Airlines Inc.,BOMBARDIER INC,157,VA,-77.4558105469,Washington Dulles International,38.9445304871,-76.2012252808,Norfolk International,VA,36.8946113586,1638,Chantilly,Norfolk
IAD-ORF,Mesa Airlines Inc.,CANADAIR,157,VA,-76.2012252808,Norfolk International,36.8946113586,-77.4558105469,Washington Dulles International,VA,38.9445304871,297,Norfolk,Chantilly
FWA-ORD,Skywest Airlines Inc.,CANADAIR,157,IN,-85.1951446533,Fort Wayne International,40.9784660339,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,47,Fort Wayne,Chicago
FWA-ORD,Skywest Airlines Inc.,BOMBARDIER INC,157,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-85.1951446533,Fort Wayne International,IN,40.9784660339,1203,Chicago,Fort Wayne
FWA-ORD,Mesa Airlines Inc.,CANADAIR,157,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-85.1951446533,Fort Wayne International,IN,40.9784660339,611,Chicago,Fort Wayne
LGA-MDT,Comair Inc.,BOMBARDIER INC,157,NY,-73.8726119995,LaGuardia,40.7772445679,-76.7634048462,Harrisburg Intl,PA,40.1934967041,2,New York,Harrisburg
OXR-PSP,Skywest Airlines Inc.,EMBRAER,157,CA,-116.506256104,Palm Springs International,33.8292160034,-119.207214355,Oxnard,CA,34.2008018494,1,Palm Springs,Oxnard
FWA-ORD,American Eagle Airlines Inc.,EMBRAER,157,IN,-85.1951446533,Fort Wayne International,40.9784660339,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,2430,Fort Wayne,Chicago
FWA-ORD,Mesa Airlines Inc.,BOMBARDIER INC,157,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-85.1951446533,Fort Wayne International,IN,40.9784660339,636,Chicago,Fort Wayne
DTW-SBN,Northwest Airlines Inc.,MCDONNELL DOUGLAS,157,IN,-86.3184738159,South Bend Regional,41.7089538574,-83.3488388062,Detroit Metropolitan-Wayne County,MI,42.212059021,66,South Bend,Detroit
ABI-DFW,American Eagle Airlines Inc.,EMBRAER,158,TX,-99.6819000244,Abilene Regional,32.4113197327,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,2089,Abilene,Dallas-Fort Worth
ABI-DFW,American Eagle Airlines Inc.,BOMBARDIER INC,158,TX,-99.6819000244,Abilene Regional,32.4113197327,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,2,Abilene,Dallas-Fort Worth
FAT-SFO,Skywest Airlines Inc.,BOMBARDIER INC,158,CA,-122.374839783,San Francisco International,37.6190032959,-119.718139648,Fresno Yosemite International,CA,36.7761955261,354,San Francisco,Fresno
ABI-DFW,American Eagle Airlines Inc.,SAAB-SCANIA,158,TX,-97.0372009277,Dallas-Fort Worth International,32.8959503174,-99.6819000244,Abilene Regional,TX,32.4113197327,1745,Dallas-Fort Worth,Abilene
FAT-SFO,Skywest Airlines Inc.,EMBRAER,158,CA,-122.374839783,San Francisco International,37.6190032959,-119.718139648,Fresno Yosemite International,CA,36.7761955261,4366,San Francisco,Fresno
FAT-SFO,Skywest Airlines Inc.,CANADAIR,158,CA,-122.374839783,San Francisco International,37.6190032959,-119.718139648,Fresno Yosemite International,CA,36.7761955261,9,San Francisco,Fresno
ABQ-DRO,Skywest Airlines Inc.,BOMBARDIER INC,159,NM,-106.609191895,Albuquerque International,35.040222168,-107.753768921,Durango-La Plata County,CO,37.1515159607,1,Albuquerque,Durango
BWI-ORF,Southwest Airlines Co.,CESSNA,159,MD,-76.6681976318,Baltimore-Washington International,39.1753997803,-76.2012252808,Norfolk International,VA,36.8946113586,5,Baltimore,Norfolk
BWI-ORF,Southwest Airlines Co.,BOEING,159,MD,-76.6681976318,Baltimore-Washington International,39.1753997803,-76.2012252808,Norfolk International,VA,36.8946113586,3319,Baltimore,Norfolk
PHX-YUM,Mesa Airlines Inc.,CANADAIR,160,AZ,-114.60597229,Yuma MCAS-Yuma International,32.6565818787,-112.008056641,Phoenix Sky Harbor International,AZ,33.4341659546,240,Yuma,Phoenix
PHX-YUM,Mesa Airlines Inc.,DEHAVILLAND,160,AZ,-112.008056641,Phoenix Sky Harbor International,33.4341659546,-114.60597229,Yuma MCAS-Yuma International,AZ,32.6565818787,2874,Phoenix,Yuma
ATW-ORD,Skywest Airlines Inc.,CANADAIR,160,WI,-88.5194778442,Outagamie County Regional,44.2574081421,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,67,Appleton,Chicago
PHX-YUM,Mesa Airlines Inc.,BOMBARDIER INC,160,AZ,-114.60597229,Yuma MCAS-Yuma International,32.6565818787,-112.008056641,Phoenix Sky Harbor International,AZ,33.4341659546,773,Yuma,Phoenix
ATW-ORD,Mesa Airlines Inc.,CANADAIR,160,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-88.5194778442,Outagamie County Regional,WI,44.2574081421,797,Chicago,Appleton
ATW-ORD,Mesa Airlines Inc.,BOMBARDIER INC,160,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-88.5194778442,Outagamie County Regional,WI,44.2574081421,1496,Chicago,Appleton
PHX-YUM,Mesa Airlines Inc.,BOEING,160,AZ,-114.60597229,Yuma MCAS-Yuma International,32.6565818787,-112.008056641,Phoenix Sky Harbor International,AZ,33.4341659546,36,Yuma,Phoenix
ATW-ORD,Skywest Airlines Inc.,BOMBARDIER INC,160,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-88.5194778442,Outagamie County Regional,WI,44.2574081421,2128,Chicago,Appleton
EWR-PVD,Expressjet Airlines Inc.,EMBRAER,160,NJ,-74.1686630249,Newark Intl,40.6924972534,-71.4282226562,Theodore F Green State,RI,41.7239990234,1995,Newark,Providence
EWR-PVD,Continental Air Lines Inc.,BOEING,160,NJ,-74.1686630249,Newark Intl,40.6924972534,-71.4282226562,Theodore F Green State,RI,41.7239990234,60,Newark,Providence
EVV-STL,Comair Inc.,BOMBARDIER INC,161,MO,-90.359992981,Lambert-St Louis International,38.7476882935,-87.5306243896,Evansville Regional,IN,38.0379905701,1,St Louis,Evansville
RKS-SLC,Skywest Airlines Inc.,EMBRAER,161,UT,-111.977775574,Salt Lake City Intl,40.7883872986,-109.065193176,Rock Springs-Sweetwater County,WY,41.5942192078,700,Salt Lake City,Rock Springs
CLE-DAY,Expressjet Airlines Inc.,EMBRAER,162,OH,-81.849395752,Cleveland-Hopkins Intl,41.4108924866,-84.2193756104,James M Cox Dayton Intl,OH,39.9023742676,1703,Cleveland,Dayton
IND-MDW,Southwest Airlines Co.,BOEING,162,IL,-87.7524261475,Chicago Midway,41.7859840393,-86.2943878174,Indianapolis International,IN,39.7173309326,2595,Chicago,Indianapolis
IND-MDW,Southwest Airlines Co.,CESSNA,162,IN,-86.2943878174,Indianapolis International,39.7173309326,-87.7524261475,Chicago Midway,IL,41.7859840393,3,Indianapolis,Chicago
FAT-SBA,Skywest Airlines Inc.,EMBRAER,162,CA,-119.840370178,Santa Barbara Municipal,34.4262123108,-119.718139648,Fresno Yosemite International,CA,36.7761955261,2,Santa Barbara,Fresno
BZN-IDA,Skywest Airlines Inc.,BOMBARDIER INC,163,ID,-112.070167542,Idaho Falls Regional,43.5145568848,-111.153007507,Gallatin,MT,45.7769012451,1,Idaho Falls,Bozeman
CLL-DFW,American Eagle Airlines Inc.,EMBRAER,164,TX,-96.363822937,Easterwood,30.5885887146,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,166,College Station,Dallas-Fort Worth
ATL-AVL,Atlantic Southeast Airlines,ATR,164,NC,-82.541809082,Asheville Regional,35.4361953735,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,908,Asheville,Atlanta
CLL-DFW,American Eagle Airlines Inc.,SAAB-SCANIA,164,TX,-96.363822937,Easterwood,30.5885887146,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,1413,College Station,Dallas-Fort Worth
ATL-AVL,Atlantic Southeast Airlines,CANADAIR,164,NC,-82.541809082,Asheville Regional,35.4361953735,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,249,Asheville,Atlanta
ATL-AVL,Atlantic Southeast Airlines,BOMBARDIER INC,164,NC,-82.541809082,Asheville Regional,35.4361953735,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,2699,Asheville,Atlanta
GRK-IAH,Expressjet Airlines Inc.,EMBRAER,166,TX,-95.3397216797,George Bush Intercontinental,29.9804725647,-97.827796936,Robert Gray AAF,TX,31.0648975372,1015,Houston,Killeen
CRW-LEX,Skywest Airlines Inc.,BOMBARDIER INC,166,KY,-84.6053924561,Blue Grass,38.0369720459,-81.5931930542,Yeager,WV,38.3731498718,1,Lexington,Charleston
DSM-LNK,Skywest Airlines Inc.,BOMBARDIER INC,168,NE,-96.7592468262,Lincoln Municipal,40.8509712219,-93.6606826782,Des Moines International,IA,41.5349311829,1,Lincoln,Des Moines
CHS-CLT,Mesa Airlines Inc.,BOMBARDIER INC,168,NC,-80.9431228638,Charlotte/Douglas International,35.214012146,-80.0405044556,Charleston AFB/International,SC,32.8986473083,789,Charlotte,Charleston
CHS-CLT,US Airways Inc.,AIRBUS,168,SC,-80.0405044556,Charleston AFB/International,32.8986473083,-80.9431228638,Charlotte/Douglas International,NC,35.214012146,8,Charleston,Charlotte
CHS-CLT,US Airways Inc.,EMBRAER,168,SC,-80.0405044556,Charleston AFB/International,32.8986473083,-80.9431228638,Charlotte/Douglas International,NC,35.214012146,249,Charleston,Charlotte
CHS-CLT,US Airways Inc.,BOEING,168,NC,-80.9431228638,Charlotte/Douglas International,35.214012146,-80.0405044556,Charleston AFB/International,SC,32.8986473083,1041,Charlotte,Charleston
BWI-EWR,Expressjet Airlines Inc.,EMBRAER,169,NJ,-74.1686630249,Newark Intl,40.6924972534,-76.6681976318,Baltimore-Washington International,MD,39.1753997803,980,Newark,Baltimore
CVG-EVV,Comair Inc.,CANADAIR,170,IN,-87.5306243896,Evansville Regional,38.0379905701,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,76,Evansville,Covington
OTH-PDX,Skywest Airlines Inc.,EMBRAER,170,OR,-122.597503662,Portland Intl,45.588722229,-124.246025085,North Bend Muni,OR,43.417137146,321,Portland,North Bend
CVG-EVV,Comair Inc.,BOMBARDIER INC,170,KY,-84.6621704102,Cincinnati Northern Kentucky Intl,39.0461425781,-87.5306243896,Evansville Regional,IN,38.0379905701,127,Covington,Evansville
BOS-SWF,Comair Inc.,BOMBARDIER INC,170,MA,-71.0051803589,Gen Edw L Logan Intl,42.3643493652,-74.1048355103,Stewart,NY,41.5040931702,1,Boston,Newburgh
CVG-EVV,Atlantic Southeast Airlines,CANADAIR,170,KY,-84.6621704102,Cincinnati Northern Kentucky Intl,39.0461425781,-87.5306243896,Evansville Regional,IN,38.0379905701,3,Covington,Evansville
CVG-EVV,Atlantic Southeast Airlines,BOMBARDIER INC,170,IN,-87.5306243896,Evansville Regional,38.0379905701,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,57,Evansville,Covington
ATL-DHN,Atlantic Southeast Airlines,CANADAIR,171,AL,-85.4496307373,Dothan,31.3213386536,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,218,Dothan,Atlanta
ATL-DHN,Atlantic Southeast Airlines,BOMBARDIER INC,171,AL,-85.4496307373,Dothan,31.3213386536,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,2148,Dothan,Atlanta
ATL-DHN,Atlantic Southeast Airlines,ATR,171,AL,-85.4496307373,Dothan,31.3213386536,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,428,Dothan,Atlanta
CRW-CVG,Comair Inc.,BOMBARDIER INC,173,WV,-81.5931930542,Yeager,38.3731498718,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,260,Charleston,Covington
CRW-CVG,Atlantic Southeast Airlines,BOMBARDIER INC,173,KY,-84.6621704102,Cincinnati Northern Kentucky Intl,39.0461425781,-81.5931930542,Yeager,WV,38.3731498718,310,Covington,Charleston
CRW-CVG,Atlantic Southeast Airlines,CANADAIR,173,KY,-84.6621704102,Cincinnati Northern Kentucky Intl,39.0461425781,-81.5931930542,Yeager,WV,38.3731498718,25,Covington,Charleston
CRW-CVG,Comair Inc.,CANADAIR,173,KY,-84.6621704102,Cincinnati Northern Kentucky Intl,39.0461425781,-81.5931930542,Yeager,WV,38.3731498718,173,Covington,Charleston
LAS-PSP,Mesa Airlines Inc.,BOMBARDIER INC,173,CA,-116.506256104,Palm Springs International,33.8292160034,-115.152336121,McCarran International,NV,36.0803604126,8,Palm Springs,Las Vegas
LAS-PSP,Mesa Airlines Inc.,DEHAVILLAND,173,CA,-116.506256104,Palm Springs International,33.8292160034,-115.152336121,McCarran International,NV,36.0803604126,414,Palm Springs,Las Vegas
LAS-PSP,Skywest Airlines Inc.,EMBRAER,173,CA,-116.506256104,Palm Springs International,33.8292160034,-115.152336121,McCarran International,NV,36.0803604126,2112,Palm Springs,Las Vegas
GRB-ORD,Mesa Airlines Inc.,BOMBARDIER INC,174,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-88.1295928955,Austin Straubel International,WI,44.4850730896,808,Chicago,Green Bay
ORD-SPI,Mesa Airlines Inc.,BOMBARDIER INC,174,IL,-89.6776199341,Capital,39.843952179,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,455,Springfield,Chicago
PBI-TPA,Southwest Airlines Co.,CESSNA,174,FL,-80.0955963135,Palm Beach International,26.6831626892,-82.5332489014,Tampa International,FL,27.9754714966,4,West Palm Beach,Tampa
PBI-TPA,Southwest Airlines Co.,BOEING,174,FL,-82.5332489014,Tampa International,27.9754714966,-80.0955963135,Palm Beach International,FL,26.6831626892,2653,Tampa,West Palm Beach
ORD-SPI,Mesa Airlines Inc.,CANADAIR,174,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-89.6776199341,Capital,IL,39.843952179,446,Chicago,Springfield
PBI-TPA,Southwest Airlines Co.,BEECH,174,FL,-80.0955963135,Palm Beach International,26.6831626892,-82.5332489014,Tampa International,FL,27.9754714966,9,West Palm Beach,Tampa
ORD-SPI,Skywest Airlines Inc.,CANADAIR,174,IL,-89.6776199341,Capital,39.843952179,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,30,Springfield,Chicago
GRB-ORD,American Eagle Airlines Inc.,EMBRAER,174,WI,-88.1295928955,Austin Straubel International,44.4850730896,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,2495,Green Bay,Chicago
GRB-ORD,Skywest Airlines Inc.,CANADAIR,174,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-88.1295928955,Austin Straubel International,WI,44.4850730896,74,Chicago,Green Bay
GRB-ORD,Skywest Airlines Inc.,BOMBARDIER INC,174,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-88.1295928955,Austin Straubel International,WI,44.4850730896,2048,Chicago,Green Bay
GRB-ORD,Mesa Airlines Inc.,CANADAIR,174,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-88.1295928955,Austin Straubel International,WI,44.4850730896,776,Chicago,Green Bay
ORD-SPI,Skywest Airlines Inc.,BOMBARDIER INC,174,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-89.6776199341,Capital,IL,39.843952179,948,Chicago,Springfield
DFW-OKC,American Eagle Airlines Inc.,EMBRAER,175,TX,-97.0372009277,Dallas-Fort Worth International,32.8959503174,-97.600730896,Will Rogers World,OK,35.3930892944,22,Dallas-Fort Worth,Oklahoma City
SLC-TWF,Skywest Airlines Inc.,BOMBARDIER INC,175,ID,-114.487731934,Joslin Field - Magic Valley,42.481803894,-111.977775574,Salt Lake City Intl,UT,40.7883872986,1,Twin Falls,Salt Lake City
DFW-OKC,American Eagle Airlines Inc.,BOMBARDIER INC,175,TX,-97.0372009277,Dallas-Fort Worth International,32.8959503174,-97.600730896,Will Rogers World,OK,35.3930892944,501,Dallas-Fort Worth,Oklahoma City
